driverId,forename,surname,difference,teammateId,teammateName,age,year,circuit
14,David,Coulthard,0.028829113924053462,38,doornbos,35,2006,Chinese Grand Prix
24,Vitantonio,Liuzzi,0.28818666666666537,26,speed,26,2006,Chinese Grand Prix
17,Mark,Webber,-0.9026307692307698,3,rosberg,30,2006,Chinese Grand Prix
3,Nico,Rosberg,1.144558375634518,17,webber,21,2006,Chinese Grand Prix
23,Ralf,Schumacher,-0.24032673267325955,15,trulli,31,2006,Chinese Grand Prix
15,Jarno,Trulli,0.31735999999999315,23,ralf_schumacher,32,2006,Chinese Grand Prix
33,Tiago,Monteiro,0.30336666666666945,27,albers,30,2006,Chinese Grand Prix
13,Felipe,Massa,0.22614344262295316,30,michael_schumacher,25,2006,Chinese Grand Prix
27,Christijan,Albers,-0.13117073170732124,33,monteiro,27,2006,Chinese Grand Prix
13,Felipe,Massa,-0.19585655737704388,30,michael_schumacher,25,2006,Japanese Grand Prix
30,Michael,Schumacher,0.4422947976878554,13,massa,37,2006,Japanese Grand Prix
23,Ralf,Schumacher,-0.08632673267326318,15,trulli,31,2006,Japanese Grand Prix
15,Jarno,Trulli,0.16335999999999679,23,ralf_schumacher,32,2006,Japanese Grand Prix
4,Fernando,Alonso,0.03976174496643464,21,fisichella,25,2006,Japanese Grand Prix
21,Giancarlo,Fisichella,0.2975106382978799,4,alonso,33,2006,Japanese Grand Prix
18,Jenson,Button,-0.4720756972111455,22,barrichello,26,2006,Japanese Grand Prix
22,Rubens,Barrichello,0.5166431924882533,18,button,34,2006,Japanese Grand Prix
2,Nick,Heidfeld,-0.5965514705882318,9,kubica,29,2006,Japanese Grand Prix
3,Nico,Rosberg,-0.8164416243654807,17,webber,21,2006,Japanese Grand Prix
8,Kimi,Räikkönen,-0.44970903010034113,37,rosa,27,2006,Japanese Grand Prix
9,Robert,Kubica,0.64992708333333,2,heidfeld,22,2006,Japanese Grand Prix
37,Pedro,de la Rosa,0.4553529411764767,8,raikkonen,35,2006,Japanese Grand Prix
17,Mark,Webber,1.0583692307692287,3,rosberg,30,2006,Japanese Grand Prix
24,Vitantonio,Liuzzi,-1.1588133333333372,26,speed,26,2006,Japanese Grand Prix
27,Christijan,Albers,-1.2581707317073165,33,monteiro,27,2006,Japanese Grand Prix
14,David,Coulthard,-0.34217088607595586,38,doornbos,35,2006,Japanese Grand Prix
38,Robert,Doornbos,0.0024444444444513824,14,coulthard,25,2006,Japanese Grand Prix
26,Scott,Speed,0.8537692307692344,24,liuzzi,23,2006,Japanese Grand Prix
33,Tiago,Monteiro,1.4303666666666648,27,albers,30,2006,Japanese Grand Prix
13,Felipe,Massa,0.3781434426229542,30,michael_schumacher,25,2006,Brazilian Grand Prix
8,Kimi,Räikkönen,-0.29470903010034,37,rosa,27,2006,Brazilian Grand Prix
15,Jarno,Trulli,-0.2536399999999906,23,ralf_schumacher,32,2006,Brazilian Grand Prix
4,Fernando,Alonso,0.20576174496643146,21,fisichella,25,2006,Brazilian Grand Prix
22,Rubens,Barrichello,-0.13335680751173817,18,button,34,2006,Brazilian Grand Prix
21,Giancarlo,Fisichella,0.13151063829788306,4,alonso,33,2006,Brazilian Grand Prix
23,Ralf,Schumacher,0.3306732673267242,15,trulli,31,2006,Brazilian Grand Prix
2,Nick,Heidfeld,-0.22155147058823174,9,kubica,29,2006,Brazilian Grand Prix
9,Robert,Kubica,0.2749270833333301,2,heidfeld,22,2006,Brazilian Grand Prix
30,Michael,Schumacher,-0.13170520231214267,13,massa,37,2006,Brazilian Grand Prix
17,Mark,Webber,0.0743692307692341,3,rosberg,30,2006,Brazilian Grand Prix
37,Pedro,de la Rosa,0.30035294117647554,8,raikkonen,35,2006,Brazilian Grand Prix
3,Nico,Rosberg,0.16755837563451395,17,webber,21,2006,Brazilian Grand Prix
